YEAR,JURISDICTION,LOCATION,AGE_GROUP,DETECTION_METHOD,FINES,DETECTION_GROUP
2024,VIC,Inner Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,26-39,Mobile camera,237,Camera
2024,VIC,Inner Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,40-64,Mobile camera,378,Camera
2024,VIC,Inner Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,65 and over,Mobile camera,42,Camera
2024,VIC,Inner Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,Unknown,Mobile camera,240,Camera
2024,VIC,Major Cities of Australia,0-16,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,0-16,Mobile camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Mobile camera,215,Camera
2024,VIC,Major Cities of Australia,26-39,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,26-39,Mobile camera,1104,Camera
2024,VIC,Major Cities of Australia,40-64,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,40-64,Mobile camera,1401,Camera
2024,VIC,Major Cities of Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,65 and over,Mobile camera,242,Camera
2024,VIC,Major Cities of Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,Unknown,Mobile camera,1018,Camera
2024,VIC,Outer Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Remote Australia,0-16,Fixed camera,0,Camera
2024,VIC,Remote Australia,0-16,Mobile camera,0,Camera
2024,VIC,Remote Australia,17-25,Fixed camera,0,Camera
2024,VIC,Remote Australia,17-25,Mobile camera,0,Camera
2024,VIC,Remote Australia,26-39,Fixed camera,0,Camera
2024,VIC,Remote Australia,26-39,Mobile camera,0,Camera
2024,VIC,Remote Australia,40-64,Fixed camera,0,Camera
2024,VIC,Remote Australia,40-64,Mobile camera,0,Camera
2024,VIC,Remote Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Remote Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Remote Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Remote Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Fixed camera,0,Camera
2024,VIC,Unknown,0-16,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Fixed camera,0,Camera
2024,VIC,Unknown,17-25,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Police issued,245,Police
2024,VIC,Unknown,26-39,Fixed camera,0,Camera
2024,VIC,Unknown,26-39,Mobile camera,0,Camera
2024,VIC,Unknown,26-39,Police issued,632,Police
2024,VIC,Unknown,40-64,Fixed camera,0,Camera
2024,VIC,Unknown,40-64,Mobile camera,0,Camera
2024,VIC,Unknown,40-64,Police issued,494,Police
2024,VIC,Unknown,65 and over,Fixed camera,0,Camera
2024,VIC,Unknown,65 and over,Mobile camera,0,Camera
2024,VIC,Unknown,65 and over,Police issued,60,Police
2024,VIC,Unknown,Unknown,Fixed camera,0,Camera
2024,VIC,Unknown,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,Unknown,Police issued,1,Police
2024,WA,Unknown,17-25,Police issued,69,Police
2024,WA,Unknown,17-25,Unknown,0,Unknown
2024,WA,Unknown,26-39,Police issued,147,Police
2024,WA,Unknown,26-39,Unknown,0,Unknown
2024,WA,Unknown,40-64,Police issued,101,Police
2024,WA,Unknown,40-64,Unknown,0,Unknown
2024,WA,Unknown,65 and over,Police issued,19,Police
2024,ACT,Major Cities of Australia,0-16,Fixed or mobile camera,1,Camera
2024,ACT,Major Cities of Australia,17-25,Fixed or mobile camera,406,Camera
2024,ACT,Major Cities of Australia,17-25,Police issued,5,Police
2024,ACT,Major Cities of Australia,26-39,Fixed or mobile camera,1221,Camera
2024,ACT,Major Cities of Australia,26-39,Police issued,5,Police
2024,ACT,Major Cities of Australia,40-64,Fixed or mobile camera,1212,Camera
2024,ACT,Major Cities of Australia,40-64,Police issued,4,Police
2024,ACT,Major Cities of Australia,65 and over,Fixed or mobile camera,119,Camera
2024,ACT,Major Cities of Australia,Unknown,Fixed or mobile camera,63,Camera
2024,NSW,Inner Regional Australia,17-25,Police issued,38,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,40,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,31,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,7,Police
2024,NSW,Major Cities of Australia,0-16,Police issued,1,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,376,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,376,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,241,Police
2024,NSW,Major Cities of Australia,65 and over,Police issued,33,Police
2024,NSW,Outer Regional Australia,0-16,Police issued,1,Police
2024,NSW,Outer Regional Australia,17-25,Police issued,4,Police
2024,NSW,Outer Regional Australia,26-39,Police issued,13,Police
2024,NSW,Outer Regional Australia,40-64,Police issued,5,Police
2024,NSW,Outer Regional Australia,65 and over,Police issued,1,Police
2024,NSW,Remote Australia,17-25,Police issued,1,Police
2024,NSW,Unknown,17-25,Police issued,18,Police
2024,NSW,Unknown,26-39,Police issued,12,Police
2024,NSW,Unknown,40-64,Police issued,11,Police
2024,NSW,Unknown,65 and over,Police issued,1,Police
2024,NSW,Unknown,Unknown,Fixed or mobile camera,13070,Camera
2024,NT,Unknown,17-25,Police issued,4,Police
2024,NT,Unknown,26-39,Police issued,12,Police
2024,NT,Unknown,40-64,Police issued,4,Police
2024,NT,Unknown,65 and over,Police issued,3,Police
2024,QLD,Unknown,0-16,Fixed camera,144,Camera
2024,QLD,Unknown,17-25,Fixed camera,768,Camera
2024,QLD,Unknown,17-25,Police issued,64,Police
2024,QLD,Unknown,26-39,Fixed camera,2270,Camera
2024,QLD,Unknown,26-39,Police issued,111,Police
2024,QLD,Unknown,40-64,Fixed camera,2410,Camera
2024,QLD,Unknown,40-64,Police issued,80,Police
2024,QLD,Unknown,65 and over,Fixed camera,290,Camera
2024,QLD,Unknown,65 and over,Police issued,10,Police
2024,QLD,Unknown,Unknown,Fixed camera,19,Camera
2024,SA,Inner Regional Australia,17-25,Police issued,1,Police
2024,SA,Inner Regional Australia,40-64,Police issued,1,Police
2024,SA,Inner Regional Australia,65 and over,Police issued,2,Police
2024,SA,Major Cities of Australia,17-25,Police issued,40,Police
2024,SA,Major Cities of Australia,26-39,Police issued,46,Police
2024,SA,Major Cities of Australia,40-64,Police issued,31,Police
2024,SA,Major Cities of Australia,65 and over,Police issued,8,Police
2024,SA,Outer Regional Australia,40-64,Police issued,2,Police
2024,SA,Remote Australia,26-39,Police issued,1,Police
2024,SA,Unknown,17-25,Police issued,1,Police
2024,SA,Unknown,26-39,Police issued,1,Police
2024,SA,Unknown,40-64,Police issued,3,Police
2024,SA,Very Remote Australia,17-25,Police issued,1,Police
2024,SA,Very Remote Australia,26-39,Police issued,1,Police
2024,SA,Very Remote Australia,40-64,Police issued,2,Police
2024,TAS,Unknown,17-25,Fixed or mobile camera,9,Camera
2024,TAS,Unknown,17-25,Police issued,16,Police
2024,TAS,Unknown,26-39,Fixed or mobile camera,25,Camera
2024,TAS,Unknown,26-39,Police issued,37,Police
2024,TAS,Unknown,40-64,Fixed or mobile camera,29,Camera
2024,TAS,Unknown,40-64,Police issued,23,Police
2024,TAS,Unknown,65 and over,Fixed or mobile camera,3,Camera
2024,TAS,Unknown,65 and over,Police issued,7,Police
2024,VIC,Inner Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Mobile camera,25,Camera
2024,VIC,Inner Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,26-39,Mobile camera,114,Camera
2024,VIC,Inner Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,40-64,Mobile camera,195,Camera
2024,VIC,Inner Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,65 and over,Mobile camera,36,Camera
2024,VIC,Inner Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,Unknown,Mobile camera,131,Camera
2024,VIC,Major Cities of Australia,0-16,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,0-16,Mobile camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Mobile camera,231,Camera
2024,VIC,Major Cities of Australia,26-39,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,26-39,Mobile camera,1198,Camera
2024,VIC,Major Cities of Australia,40-64,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,40-64,Mobile camera,1519,Camera
2024,VIC,Major Cities of Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,65 and over,Mobile camera,260,Camera
2024,VIC,Major Cities of Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,Unknown,Mobile camera,1222,Camera
2024,VIC,Outer Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Remote Australia,0-16,Fixed camera,0,Camera
2024,VIC,Remote Australia,0-16,Mobile camera,0,Camera
2024,VIC,Remote Australia,17-25,Fixed camera,0,Camera
2024,VIC,Remote Australia,17-25,Mobile camera,0,Camera
2024,VIC,Remote Australia,26-39,Fixed camera,0,Camera
2024,VIC,Remote Australia,26-39,Mobile camera,0,Camera
2024,VIC,Remote Australia,40-64,Fixed camera,0,Camera
2024,VIC,Remote Australia,40-64,Mobile camera,0,Camera
2024,VIC,Remote Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Remote Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Remote Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Remote Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Fixed camera,0,Camera
2024,VIC,Unknown,0-16,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Police issued,1,Police
2024,VIC,Unknown,17-25,Fixed camera,0,Camera
2024,VIC,Unknown,17-25,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Police issued,253,Police
2024,VIC,Unknown,26-39,Fixed camera,0,Camera
2024,VIC,Unknown,26-39,Mobile camera,0,Camera
2024,VIC,Unknown,26-39,Police issued,635,Police
2024,VIC,Unknown,40-64,Fixed camera,0,Camera
2024,VIC,Unknown,40-64,Mobile camera,0,Camera
2024,VIC,Unknown,40-64,Police issued,534,Police
2024,VIC,Unknown,65 and over,Fixed camera,0,Camera
2024,VIC,Unknown,65 and over,Mobile camera,0,Camera
2024,VIC,Unknown,65 and over,Police issued,68,Police
2024,VIC,Unknown,Unknown,Fixed camera,0,Camera
2024,VIC,Unknown,Unknown,Mobile camera,0,Camera
2024,WA,Unknown,17-25,Police issued,110,Police
2024,WA,Unknown,17-25,Unknown,0,Unknown
2024,WA,Unknown,26-39,Police issued,236,Police
2024,WA,Unknown,26-39,Unknown,0,Unknown
2024,WA,Unknown,40-64,Police issued,161,Police
2024,WA,Unknown,40-64,Unknown,0,Unknown
2024,WA,Unknown,65 and over,Police issued,14,Police
2024,ACT,Major Cities of Australia,17-25,Fixed or mobile camera,307,Camera
2024,ACT,Major Cities of Australia,17-25,Police issued,1,Police
2024,ACT,Major Cities of Australia,26-39,Fixed or mobile camera,1058,Camera
2024,ACT,Major Cities of Australia,26-39,Police issued,2,Police
2024,ACT,Major Cities of Australia,40-64,Fixed or mobile camera,1056,Camera
2024,ACT,Major Cities of Australia,40-64,Police issued,2,Police
2024,ACT,Major Cities of Australia,65 and over,Fixed or mobile camera,123,Camera
2024,ACT,Major Cities of Australia,Unknown,Fixed or mobile camera,72,Camera
2024,NSW,Inner Regional Australia,0-16,Police issued,1,Police
2024,NSW,Inner Regional Australia,17-25,Police issued,54,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,54,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,37,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,11,Police
2024,NSW,Major Cities of Australia,0-16,Police issued,2,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,404,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,383,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,259,Police
2024,NSW,Major Cities of Australia,65 and over,Police issued,26,Police
2024,NSW,Outer Regional Australia,17-25,Police issued,5,Police
2024,NSW,Outer Regional Australia,26-39,Police issued,12,Police
2024,NSW,Outer Regional Australia,40-64,Police issued,8,Police
2024,NSW,Outer Regional Australia,65 and over,Police issued,1,Police
2024,NSW,Remote Australia,17-25,Police issued,1,Police
2024,NSW,Remote Australia,40-64,Police issued,1,Police
2024,NSW,Remote Australia,65 and over,Police issued,1,Police
2024,NSW,Unknown,17-25,Police issued,4,Police
2024,NSW,Unknown,26-39,Police issued,4,Police
2024,NSW,Unknown,Unknown,Fixed or mobile camera,11704,Camera
2024,NT,Unknown,17-25,Police issued,2,Police
2024,NT,Unknown,26-39,Police issued,8,Police
2024,NT,Unknown,40-64,Police issued,12,Police
2024,NT,Unknown,65 and over,Police issued,2,Police
2024,QLD,Unknown,0-16,Fixed camera,168,Camera
2024,QLD,Unknown,17-25,Fixed camera,780,Camera
2024,QLD,Unknown,17-25,Police issued,45,Police
2024,QLD,Unknown,26-39,Fixed camera,2234,Camera
2024,QLD,Unknown,26-39,Police issued,86,Police
2024,QLD,Unknown,40-64,Fixed camera,2335,Camera
2024,QLD,Unknown,40-64,Police issued,62,Police
2024,QLD,Unknown,65 and over,Fixed camera,326,Camera
2024,QLD,Unknown,65 and over,Police issued,7,Police
2024,QLD,Unknown,Unknown,Fixed camera,18,Camera
2024,SA,Inner Regional Australia,17-25,Police issued,21,Police
2024,SA,Inner Regional Australia,26-39,Police issued,41,Police
2024,SA,Inner Regional Australia,40-64,Police issued,41,Police
2024,SA,Inner Regional Australia,65 and over,Police issued,4,Police
2024,SA,Major Cities of Australia,0-16,Police issued,1,Police
2024,SA,Major Cities of Australia,17-25,Police issued,485,Police
2024,SA,Major Cities of Australia,26-39,Police issued,784,Police
2024,SA,Major Cities of Australia,40-64,Police issued,666,Police
2024,SA,Major Cities of Australia,65 and over,Police issued,97,Police
2024,SA,Major Cities of Australia,Unknown,Police issued,2,Police
2024,SA,Outer Regional Australia,17-25,Police issued,25,Police
2024,SA,Outer Regional Australia,26-39,Police issued,42,Police
2024,SA,Outer Regional Australia,40-64,Police issued,46,Police
2024,SA,Outer Regional Australia,65 and over,Police issued,4,Police
2024,SA,Remote Australia,17-25,Police issued,5,Police
2024,SA,Remote Australia,26-39,Police issued,8,Police
2024,SA,Remote Australia,40-64,Police issued,9,Police
2024,SA,Remote Australia,65 and over,Police issued,3,Police
2024,SA,Unknown,17-25,Police issued,13,Police
2024,SA,Unknown,26-39,Police issued,12,Police
2024,SA,Unknown,40-64,Police issued,6,Police
2024,SA,Unknown,65 and over,Police issued,2,Police
2024,SA,Very Remote Australia,17-25,Police issued,2,Police
2024,SA,Very Remote Australia,26-39,Police issued,6,Police
2024,SA,Very Remote Australia,40-64,Police issued,2,Police
2024,SA,Very Remote Australia,65 and over,Police issued,1,Police
2024,TAS,Unknown,17-25,Fixed or mobile camera,3,Camera
2024,TAS,Unknown,17-25,Police issued,19,Police
2024,TAS,Unknown,26-39,Fixed or mobile camera,18,Camera
2024,TAS,Unknown,26-39,Police issued,32,Police
2024,TAS,Unknown,40-64,Fixed or mobile camera,20,Camera
2024,TAS,Unknown,40-64,Police issued,18,Police
2024,TAS,Unknown,65 and over,Fixed or mobile camera,2,Camera
2024,TAS,Unknown,65 and over,Police issued,7,Police
2024,VIC,Inner Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Mobile camera,17,Camera
2024,VIC,Inner Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,26-39,Mobile camera,74,Camera
2024,VIC,Inner Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,40-64,Mobile camera,120,Camera
2024,VIC,Inner Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,65 and over,Mobile camera,32,Camera
2024,VIC,Inner Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,Unknown,Mobile camera,101,Camera
2024,VIC,Major Cities of Australia,0-16,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,0-16,Mobile camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Mobile camera,170,Camera
2024,VIC,Major Cities of Australia,26-39,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,26-39,Mobile camera,841,Camera
2024,VIC,Major Cities of Australia,40-64,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,40-64,Mobile camera,1104,Camera
2024,VIC,Major Cities of Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,65 and over,Mobile camera,206,Camera
2024,VIC,Major Cities of Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,Unknown,Mobile camera,755,Camera
2024,VIC,Outer Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,40-64,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Remote Australia,0-16,Fixed camera,0,Camera
2024,VIC,Remote Australia,0-16,Mobile camera,0,Camera
2024,VIC,Remote Australia,17-25,Fixed camera,0,Camera
2024,VIC,Remote Australia,17-25,Mobile camera,0,Camera
2024,VIC,Remote Australia,26-39,Fixed camera,0,Camera
2024,VIC,Remote Australia,26-39,Mobile camera,0,Camera
2024,VIC,Remote Australia,40-64,Fixed camera,0,Camera
2024,VIC,Remote Australia,40-64,Mobile camera,0,Camera
2024,VIC,Remote Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Remote Australia,65 and over,Mobile camera,0,Camera
2024,VIC,Remote Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Remote Australia,Unknown,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Fixed camera,0,Camera
2024,VIC,Unknown,0-16,Mobile camera,0,Camera
2024,VIC,Unknown,0-16,Police issued,1,Police
2024,VIC,Unknown,17-25,Fixed camera,0,Camera
2024,VIC,Unknown,17-25,Mobile camera,0,Camera
2024,VIC,Unknown,17-25,Police issued,186,Police
2024,VIC,Unknown,26-39,Fixed camera,0,Camera
2024,VIC,Unknown,26-39,Mobile camera,0,Camera
2024,VIC,Unknown,26-39,Police issued,518,Police
2024,VIC,Unknown,40-64,Fixed camera,0,Camera
2024,VIC,Unknown,40-64,Mobile camera,0,Camera
2024,VIC,Unknown,40-64,Police issued,435,Police
2024,VIC,Unknown,65 and over,Fixed camera,0,Camera
2024,VIC,Unknown,65 and over,Mobile camera,0,Camera
2024,VIC,Unknown,65 and over,Police issued,44,Police
2024,VIC,Unknown,Unknown,Fixed camera,0,Camera
2024,VIC,Unknown,Unknown,Mobile camera,0,Camera
2024,WA,Unknown,0-16,Unknown,0,Unknown
2024,WA,Unknown,17-25,Police issued,64,Police
2024,WA,Unknown,17-25,Unknown,0,Unknown
2024,WA,Unknown,26-39,Police issued,134,Police
2024,WA,Unknown,26-39,Unknown,0,Unknown
2024,WA,Unknown,40-64,Police issued,76,Police
2024,WA,Unknown,40-64,Unknown,0,Unknown
2024,WA,Unknown,65 and over,Police issued,15,Police
2024,ACT,Major Cities of Australia,17-25,Fixed or mobile camera,309,Camera
2024,ACT,Major Cities of Australia,17-25,Police issued,6,Police
2024,ACT,Major Cities of Australia,26-39,Fixed or mobile camera,1082,Camera
2024,ACT,Major Cities of Australia,26-39,Police issued,4,Police
2024,ACT,Major Cities of Australia,40-64,Fixed or mobile camera,922,Camera
2024,ACT,Major Cities of Australia,40-64,Police issued,6,Police
2024,ACT,Major Cities of Australia,65 and over,Fixed or mobile camera,134,Camera
2024,ACT,Major Cities of Australia,Unknown,Fixed or mobile camera,59,Camera
2024,NSW,Inner Regional Australia,0-16,Police issued,0,Police
2024,NSW,Inner Regional Australia,17-25,Police issued,40,Police
2024,NSW,Inner Regional Australia,26-39,Police issued,47,Police
2024,NSW,Inner Regional Australia,40-64,Police issued,16,Police
2024,NSW,Inner Regional Australia,65 and over,Police issued,2,Police
2024,NSW,Major Cities of Australia,0-16,Police issued,0,Police
2024,NSW,Major Cities of Australia,17-25,Police issued,324,Police
2024,NSW,Major Cities of Australia,26-39,Police issued,322,Police
2024,NSW,Major Cities of Australia,40-64,Police issued,258,Police
2024,NSW,Major Cities of Australia,65 and over,Police issued,25,Police
2024,NSW,Outer Regional Australia,17-25,Police issued,6,Police
2024,NSW,Outer Regional Australia,26-39,Police issued,6,Police
2024,NSW,Outer Regional Australia,40-64,Police issued,7,Police
2024,NSW,Remote Australia,40-64,Police issued,1,Police
2024,NSW,Unknown,17-25,Police issued,5,Police
2024,NSW,Unknown,26-39,Police issued,13,Police
2024,NSW,Unknown,40-64,Police issued,4,Police
2024,NSW,Unknown,Unknown,Fixed or mobile camera,11325,Camera
2024,NSW,Very Remote Australia,40-64,Police issued,1,Police
2024,NT,Unknown,17-25,Police issued,3,Police
2024,NT,Unknown,26-39,Police issued,8,Police
2024,NT,Unknown,40-64,Police issued,8,Police
2024,QLD,Unknown,0-16,Fixed camera,170,Camera
2024,QLD,Unknown,17-25,Fixed camera,802,Camera
2024,QLD,Unknown,17-25,Police issued,48,Police
2024,QLD,Unknown,26-39,Fixed camera,2410,Camera
2024,QLD,Unknown,26-39,Police issued,113,Police
2024,QLD,Unknown,40-64,Fixed camera,2599,Camera
2024,QLD,Unknown,40-64,Police issued,68,Police
2024,QLD,Unknown,65 and over,Fixed camera,321,Camera
2024,QLD,Unknown,65 and over,Police issued,8,Police
2024,QLD,Unknown,Unknown,Fixed camera,21,Camera
2024,SA,Inner Regional Australia,26-39,Police issued,3,Police
2024,SA,Inner Regional Australia,40-64,Police issued,3,Police
2024,SA,Inner Regional Australia,65 and over,Police issued,1,Police
2024,SA,Major Cities of Australia,17-25,Police issued,68,Police
2024,SA,Major Cities of Australia,26-39,Police issued,120,Police
2024,SA,Major Cities of Australia,40-64,Police issued,85,Police
2024,SA,Major Cities of Australia,65 and over,Police issued,9,Police
2024,SA,Outer Regional Australia,17-25,Police issued,4,Police
2024,SA,Outer Regional Australia,26-39,Police issued,4,Police
2024,SA,Outer Regional Australia,40-64,Police issued,9,Police
2024,SA,Outer Regional Australia,65 and over,Police issued,2,Police
2024,SA,Unknown,17-25,Police issued,1,Police
2024,SA,Unknown,26-39,Police issued,1,Police
2024,SA,Unknown,40-64,Police issued,1,Police
2024,SA,Very Remote Australia,17-25,Police issued,2,Police
2024,SA,Very Remote Australia,26-39,Police issued,1,Police
2024,TAS,Unknown,17-25,Fixed or mobile camera,5,Camera
2024,TAS,Unknown,17-25,Police issued,37,Police
2024,TAS,Unknown,26-39,Fixed or mobile camera,25,Camera
2024,TAS,Unknown,26-39,Police issued,42,Police
2024,TAS,Unknown,40-64,Fixed or mobile camera,38,Camera
2024,TAS,Unknown,40-64,Police issued,32,Police
2024,TAS,Unknown,65 and over,Fixed or mobile camera,6,Camera
2024,TAS,Unknown,65 and over,Police issued,9,Police
2024,VIC,Inner Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,17-25,Mobile camera,47,Camera
2024,VIC,Inner Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,26-39,Mobile camera,160,Camera
2024,VIC,Inner Regional Australia,40-64,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,40-64,Mobile camera,240,Camera
2024,VIC,Inner Regional Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,65 and over,Mobile camera,34,Camera
2024,VIC,Inner Regional Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Inner Regional Australia,Unknown,Mobile camera,212,Camera
2024,VIC,Major Cities of Australia,0-16,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,0-16,Mobile camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,17-25,Mobile camera,292,Camera
2024,VIC,Major Cities of Australia,26-39,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,26-39,Mobile camera,1398,Camera
2024,VIC,Major Cities of Australia,40-64,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,40-64,Mobile camera,1503,Camera
2024,VIC,Major Cities of Australia,65 and over,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,65 and over,Mobile camera,277,Camera
2024,VIC,Major Cities of Australia,Unknown,Fixed camera,0,Camera
2024,VIC,Major Cities of Australia,Unknown,Mobile camera,1211,Camera
2024,VIC,Outer Regional Australia,0-16,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,0-16,Mobile camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,17-25,Mobile camera,18,Camera
2024,VIC,Outer Regional Australia,26-39,Fixed camera,0,Camera
2024,VIC,Outer Regional Australia,26-39,Mobile camera,82,Camera
